X1,X3,X7,X8,X9,X10,X11,X15,X17,X18,X19,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X44,X45,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X71,X72,X73,X75,X76,X78,X80,X82,X84,X85,X87,X88,X90,X91,Region,disciplines_recoded_wos
215,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Not applicable,Not applicable,Not applicable,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Completely disagree,Agree,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Completely disagree,Agree,56,47,Does not apply,10,5,1500,0,Very important,Very important,Very important,Female,Professor,1994,Research intensive,Medicine,NA,Europe & Central Asia,Life Sciences & Biomedicine
216,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Agree,Agree,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Somewhat unimportant,Very unimportant,Very unimportant,Very unimportant,Neither important nor unimportant,Somewhat important,Very unimportant,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Very important,Disagree,Completely agree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Agree,Agree,5,1,Very often,1,1,10,6,Neither important nor unimportant,Unimportant,Important,Male,Senior Lecturer / Associate Professor  / Senior Researcher,1990,Both research and teaching intensive,Sociology,NA,Europe & Central Asia,Social Sciences
218,8,Yes,Yes,Yes,Yes,Yes,No,Other,will retire,Not applicable,Completely agree,Completely agree,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat unimportant,Very unimportant,Very unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Somewhat important,Very important,Very important,Completely disagree,Completely agree,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Very important,Very important,Neither important nor unimportant,Very unimportant,Very unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Completely disagree,Completely agree,15,3,Neither often nor rarely,3,3,15,5,Neither important nor unimportant,Neither important nor unimportant,Important,Male,Professor,1982,Research intensive,Climate,NA,North America,Physical Sciences
219,8,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,No,Disagree,Disagree,Somewhat important,Very important,Somewhat important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Disagree,Agree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Agree,Completely agree,43,20,Very rarely,0,NA,172,80,Important,Important,Very important,Male,Professor,1972,Both research and teaching intensive,Environmental Science,NA,East Asia & Pacific,Life Sciences & Biomedicine
222,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Agree,Agree,Very important,Somewhat important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat unimportant,Somewhat unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Very important,Somewhat important,Somewhat important,Neither agree nor disagree,Neither agree nor disagree,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Completely agree,Completely agree,5,3,Very often,2,0,4,0,Neither important nor unimportant,Important,Very important,Male,Senior Lecturer / Associate Professor  / Senior Researcher,2007,Teaching intensive,Economics,NA,Europe & Central Asia,Social Sciences
224,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Completely agree,Completely agree,Very important,Somewhat important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Very important,Very important,Very important,Very important,Disagree,Disagree,Somewhat important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Completely agree,Completely agree,12,3,Very often,6,6,50,0,Very important,Very important,Very important,Male,Professor,1977,Both research and teaching intensive,Medicine,NA,Europe & Central Asia,Life Sciences & Biomedicine
226,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Agree,Agree,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat important,Somewhat unimportant,Somewhat unimportant,Very unimportant,Very important,Very important,Very important,Somewhat important,I don't know,Agree,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat important,Neither important nor unimportant,Somewhat unimportant,Somewhat important,Very important,Somewhat important,Somewhat unimportant,Somewhat unimportant,Completely disagree,Agree,30,15,Often,5,5,60,0,Unimportant,Important,Unimportant,Male,Professor,2006,Both research and teaching intensive,Computer Science,NA,North America,Technology
227,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Agree,Agree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Disagree,Agree,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Disagree,Agree,15,7,Rarely,3,0,12,6,Important,Important,Important,Female,Senior Lecturer / Associate Professor  / Senior Researcher,2004,Both research and teaching intensive,Medicine,NA,East Asia & Pacific,Life Sciences & Biomedicine
230,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,No,Agree,Agree,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Very important,Somewhat important,Very important,Disagree,Agree,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,Very important,Somewhat unimportant,Very important,Somewhat important,Very important,Disagree,Agree,15,15,Very often,15,15,10,10,Important,Neither important nor unimportant,Neither important nor unimportant,Female,Post-doctoral researcher (up to 5 years post-PhD),2001,Both research and teaching intensive,Biology,NA,East Asia & Pacific,Life Sciences & Biomedicine
231,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Not applicable,Not applicable,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Neither agree nor disagree,Neither agree nor disagree,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Very important,Neither important nor unimportant,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Agree,Agree,35,15,Does not apply,5,7,36,0,Unimportant,Neither important nor unimportant,Neither important nor unimportant,Male,Professor,1991,Both research and teaching intensive,Computer Science,NA,Europe & Central Asia,Technology
